Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Winchmore 2 Ews,42899,H31772,-43.78916,171.79029,164,H,Niwa
Winchmore Ews,4764,H31883,-43.79346,171.79512,160,H,Niwa/Agresearch
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Form_DLY (Extended)
(Note that non standard row charges apply. For details search the help on "fdly").
Station,Day(Local_Date),GustDir(Deg),GustSpd(m/s),WindRun(Km),Rain(mm),Tmean(C),Tmax(C),Tmin(C),Tgmin(C),VapPress(hPa),ET05(C),ET10(C),ET20(C),ET50(C),ET100(C),Pmsl(hPa),Pstn(hPa),Sun(Hrs),Rad(MJ/m2),SoilM(%)
4764,20140712:0000,358,16.4,446,0.0,11.0,16.4,7.5,6.9,9.1,-,7.9,-,-,-,1004.2,-,-,4.76,30.8
4764,20140713:0000,14,9.7,249,10.5,9.0,15.4,3.3,2.9,8.1,-,7.8,-,-,-,1004.4,-,-,4.29,30.8
4764,20140714:0000,244,7.8,134,1.9,3.2,6.4,-1.4,-5.4,7.2,-,7.3,-,-,-,1016.0,-,-,3.15,34.5
4764,20140715:0000,293,5.3,145,0.0,3.5,13.2,-1.8,-6.8,5.9,-,5.6,-,-,-,1019.0,-,-,7.53,33.7
4764,20140716:0000,231,10.0,210,5.4,3.5,7.9,0.0,-2.3,6.9,-,5.7,-,-,-,1025.6,-,-,4.85,33.4
4764,20140717:0000,140,4.6,103,2.4,2.1,8.7,-3.5,-7.1,6.2,-,5.3,-,-,-,1021.4,-,-,7.20,34.0
4764,20140718:0000,305,5.6,109,1.1,0.9,3.9,-2.8,-6.8,6.2,-,4.7,-,-,-,1013.6,-,-,2.43,34.0
4764,20140719:0000,221,7.1,201,7.5,3.7,8.9,-1.2,-3.4,7.4,-,5.2,-,-,-,1008.8,-,-,4.20,34.0
4764,20140720:0000,232,7.0,141,0.8,3.8,9.7,-1.5,-5.1,7.3,-,6.0,-,-,-,1004.5,-,-,6.61,35.7
4764,20140721:0000,224,10.4,243,0.0,3.0,8.4,-2.1,-7.0,5.5,-,5.0,-,-,-,1005.7,-,-,7.15,33.9
4764,20140722:0000,243,11.1,282,0.0,5.3,10.1,1.2,-0.7,5.5,-,5.1,-,-,-,1009.3,-,-,5.91,33.3
4764,20140723:0000,310,5.4,120,0.0,6.0,12.0,0.6,-3.9,7.2,-,6.2,-,-,-,1009.1,-,-,5.67,32.9
4764,20140724:0000,169,6.4,177,0.0,3.7,10.2,-1.7,-6.0,6.8,-,5.3,-,-,-,1010.1,-,-,5.18,32.7
4764,20140725:0000,207,8.4,207,0.1,4.8,11.0,-0.6,-4.1,6.6,-,5.3,-,-,-,1015.5,-,-,5.45,32.6
4764,20140726:0000,208,4.8,150,0.1,5.0,14.4,-2.4,-6.6,6.5,-,5.4,-,-,-,1022.1,-,-,7.84,32.4
4764,20140727:0000,222,5.0,131,0.0,5.1,12.3,-1.1,-4.2,6.5,-,5.9,-,-,-,1023.7,-,-,5.15,32.2
4764,20140728:0000,354,14.6,307,0.0,5.2,13.6,-2.1,-6.2,6.9,-,5.2,-,-,-,1018.0,-,-,8.83,32.1
4764,20140729:0000,14,16.2,319,0.0,11.3,15.2,5.1,-0.8,8.4,-,6.6,-,-,-,1010.0,-,-,3.61,32.1
4764,20140730:0000,337,17.6,480,0.0,11.3,16.9,3.0,-2.7,7.1,-,6.5,-,-,-,1003.1,-,-,6.24,31.9
4764,20140731:0000,358,15.9,462,0.0,15.3,22.0,9.1,5.1,6.9,-,7.7,-,-,-,1006.4,-,-,8.88,31.6
4764,20140801:0000,312,21.4,801,0.0,15.9,18.7,13.7,12.3,8.3,-,8.9,-,-,-,1007.6,-,-,7.59,31.4
4764,20140802:0000,331,24.4,580,0.4,13.5,19.3,6.1,6.4,9.0,-,9.3,-,-,-,1003.0,-,-,8.16,31.1
4764,20140803:0000,211,6.2,149,12.4,5.0,7.7,0.3,-3.6,8.0,-,8.5,-,-,-,1018.4,-,-,3.64,32.6
4764,20140804:0000,42,7.9,242,0.0,3.4,10.3,-2.4,-6.9,6.5,-,6.7,-,-,-,1022.6,-,-,9.90,33.6
4764,20140805:0000,341,12.4,280,0.0,8.3,16.6,-1.3,-5.1,6.7,-,6.6,-,-,-,1012.4,-,-,9.73,33.3
4764,20140806:0000,310,11.3,288,7.4,6.2,11.4,0.5,-1.3,6.8,-,7.3,-,-,-,1010.4,-,-,-,33.9
4764,20140807:0000,339,17.0,379,0.7,7.7,15.6,-0.4,-4.7,6.9,-,7.2,-,-,-,998.8,-,-,-,34.0
4764,20140808:0000,273,15.4,377,0.2,4.2,9.4,-0.6,-5.2,4.7,-,6.0,-,-,-,1008.9,-,-,-,33.5
4764,20140809:0000,255,5.6,158,0.0,2.6,9.7,-3.4,-8.8,4.7,-,5.2,-,-,-,1023.5,-,-,-,33.2
4764,20140810:0000,351,10.9,256,0.0,5.8,12.9,-3.3,-7.5,5.9,-,5.2,-,-,-,1016.7,-,-,-,33.0
4764,20140811:0000,344,17.8,480,3.6,8.9,13.8,0.5,-2.0,7.9,-,6.7,-,-,-,1000.7,-,-,-,32.6
4764,20140812:0000,217,8.8,159,1.7,4.0,10.6,-1.6,-4.9,6.4,-,6.5,-,-,-,1004.2,-,-,-,32.6
4764,20140813:0000,210,8.6,197,0.0,2.6,10.2,-2.5,-5.7,5.7,-,5.5,-,-,-,1003.3,-,-,-,32.6
4764,20140814:0000,226,16.8,369,0.6,3.7,9.4,-1.3,-5.3,5.0,-,4.7,-,-,-,999.7,-,-,-,32.7
4764,20140815:0000,218,9.2,168,0.0,5.2,11.5,-0.4,-3.4,6.4,-,5.1,-,-,-,1011.1,-,-,-,32.7
4764,20140816:0000,33,8.1,215,0.1,4.9,12.8,-1.2,-6.1,7.3,-,5.5,-,-,-,1016.2,-,-,-,32.6
4764,20140817:0000,330,6.0,213,0.0,5.9,13.5,-1.3,-3.8,7.3,-,5.8,-,-,-,1021.3,-,-,-,32.5
4764,20140818:0000,303,4.0,145,0.1,6.3,16.4,-1.6,-5.4,6.6,-,6.3,-,-,-,1021.8,-,-,-,32.3
4764,20140819:0000,234,4.7,116,0.1,4.3,7.9,-1.5,-3.9,7.8,-,6.5,-,-,-,1018.4,-,-,-,32.1
4764,20140820:0000,139,4.0,115,0.0,4.7,12.4,-1.8,-6.2,7.1,-,7.1,-,-,-,1009.9,-,-,-,32.0
4764,20140821:0000,198,14.3,220,0.0,3.8,9.4,-2.3,-7.9,6.0,-,6.5,-,-,-,1018.4,-,-,-,31.9
4764,20140822:0000,320,5.6,148,0.0,4.7,14.6,-3.8,-9.4,5.6,-,5.9,-,-,-,1030.7,-,-,-,31.7
4764,20140823:0000,134,5.2,152,0.0,5.8,13.4,-0.7,-3.4,7.9,-,6.9,-,-,-,1036.2,-,-,-,31.6
4764,20140824:0000,328,3.5,76,0.1,6.6,9.1,4.8,5.4,8.5,-,7.8,-,-,-,1036.7,-,-,-,31.5
4764,20140825:0000,100,5.4,161,0.0,5.8,11.4,2.9,3.8,7.6,-,8.4,-,-,-,1034.1,-,-,-,31.2
4764,20140826:0000,145,5.8,122,0.0,5.8,11.8,1.4,-4.1,7.5,-,8.7,-,-,-,1032.3,-,-,-,31.0
4764,20140827:0000,55,6.2,189,0.1,5.7,14.7,-2.1,-7.0,7.1,-,8.0,-,-,-,1033.6,-,-,-,30.8
4764,20140828:0000,107,6.6,166,0.1,5.3,13.9,-2.6,-6.8,7.3,-,7.8,-,-,-,1035.1,-,-,12.39,30.6
4764,20140829:0000,130,7.2,186,0.2,6.0,13.7,-1.6,-5.1,8.2,-,8.1,-,-,-,1036.1,-,-,13.07,30.4
4764,20140830:0000,61,7.9,233,0.0,8.0,11.6,5.3,4.7,9.2,-,9.0,-,-,-,1033.0,-,-,6.94,30.2
4764,20140831:0000,56,8.2,259,0.0,7.0,13.7,-1.4,-5.1,8.4,-,8.9,-,-,-,1025.6,-,-,14.39,30.0
4764,20140901:0000,218,5.2,121,0.0,4.7,8.9,-2.3,-5.3,7.9,-,8.3,-,-,-,1020.8,-,-,4.00,29.8
4764,20140902:0000,25,9.2,255,0.0,5.3,13.8,-3.9,-8.8,7.5,-,8.0,-,-,-,1016.1,-,-,15.00,29.7
4764,20140903:0000,27,6.0,159,0.1,6.6,15.8,-1.4,-6.2,7.7,-,8.6,-,-,-,1011.6,-,-,14.59,29.4
4764,20140904:0000,135,5.4,148,0.2,4.4,12.8,-3.8,-8.5,7.7,-,8.6,-,-,-,1012.1,-,-,11.75,29.2
4764,20140905:0000,253,5.8,120,0.3,6.3,8.7,4.2,4.7,8.6,-,8.9,-,-,-,1012.4,-,-,3.40,29.1
4764,20140906:0000,128,7.0,170,0.0,7.4,15.0,1.6,-2.0,8.8,-,9.4,-,-,-,1014.9,-,-,14.09,28.9
4764,20140907:0000,9,6.0,184,0.0,8.2,15.8,0.1,-5.3,8.1,-,9.8,-,-,-,1018.4,-,-,15.59,28.6
4764,20140908:0000,150,10.8,224,0.0,7.6,15.3,5.0,-0.4,8.5,-,9.4,-,-,-,1023.8,-,-,7.79,28.3
4764,20140909:0000,30,8.2,245,0.0,6.7,14.8,-2.2,-6.6,8.3,-,9.2,-,-,-,1025.1,-,-,16.20,28.1
4764,20140910:0000,355,12.0,271,0.0,8.9,19.1,-2.0,-5.5,7.2,-,9.4,-,-,-,1019.2,-,-,16.76,27.7
4764,20140911:0000,329,12.0,350,0.0,13.2,22.0,5.2,-0.6,6.9,-,10.1,-,-,-,1015.2,-,-,16.12,27.2
4764,20140912:0000,325,13.1,351,0.0,12.7,21.1,2.1,-2.6,8.2,-,10.0,-,-,-,1012.1,-,-,13.79,26.6
4764,20140913:0000,228,8.6,221,11.5,7.7,10.2,5.3,1.9,9.9,-,10.4,-,-,-,1011.1,-,-,5.69,28.8
4764,20140914:0000,154,8.8,185,0.0,7.5,15.4,0.9,-1.8,8.6,-,10.3,-,-,-,1009.6,-,-,15.81,29.6
4764,20140915:0000,359,18.0,403,0.0,9.2,16.2,3.3,-0.8,8.8,-,10.6,-,-,-,1003.1,-,-,15.28,29.3
4764,20140916:0000,347,13.1,280,3.3,7.6,14.6,1.3,-3.1,7.7,-,10.1,-,-,-,997.6,-,-,13.37,29.0
4764,20140917:0000,230,12.8,218,0.9,6.7,13.0,1.5,-4.6,8.1,-,10.3,-,-,-,1009.3,-,-,14.03,28.9
4764,20140918:0000,53,11.4,314,0.0,7.7,14.3,-1.5,-6.2,8.7,-,9.5,-,-,-,1005.0,-,-,14.96,28.8
4764,20140919:0000,350,14.5,399,0.0,10.7,17.1,3.4,-1.4,7.4,-,10.7,-,-,-,988.8,-,-,18.60,28.5
4764,20140920:0000,253,8.0,174,3.0,7.2,14.8,-0.8,-6.1,6.4,-,10.1,-,-,-,991.9,-,-,16.08,28.1
4764,20140921:0000,307,15.6,207,6.4,-,-,-,3.3,-,-,10.8,-,-,-,-,-,-,-,31.4
4764,20140922:0000,183,17.0,396,3.6,-,-,-,-4.1,-,-,10.1,-,-,-,-,-,-,-,31.1
4764,20140923:0000,315,9.2,251,0.0,-,-,-,-5.5,-,-,9.9,-,-,-,-,-,-,-,31.0
4764,20140924:0000,306,8.1,273,0.0,-,-,-,0.5,-,-,11.4,-,-,-,-,-,-,-,30.6
4764,20140925:0000,305,9.6,284,0.0,11.6,20.4,0.6,-5.0,7.4,-,11.4,-,-,-,1009.2,-,-,17.59,30.2
4764,20140926:0000,131,10.2,300,0.0,11.2,17.0,6.4,4.8,9.1,-,11.6,-,-,-,1006.5,-,-,10.26,29.7
4764,20140927:0000,142,10.4,213,1.0,8.3,14.8,4.2,3.4,10.0,-,11.9,-,-,-,1006.7,-,-,10.98,29.5
4764,20140928:0000,144,8.2,161,1.4,5.6,10.6,-0.7,-6.8,7.0,-,11.4,-,-,-,1018.6,-,-,11.86,29.4
4764,20140929:0000,54,12.8,360,0.0,5.4,13.6,-2.9,-8.6,7.1,-,9.9,-,-,-,1019.3,-,-,21.83,29.2
4764,20140930:0000,38,8.3,276,0.0,10.2,20.6,1.5,-2.5,7.7,-,11.2,-,-,-,1017.0,-,-,21.37,28.8
4764,20141001:0000,57,11.9,446,0.1,9.6,18.5,2.2,0.5,9.5,-,11.6,-,-,-,1009.4,-,-,21.89,28.3
4764,20141002:0000,342,15.6,341,0.1,10.3,18.3,1.7,-1.2,8.4,-,11.2,-,-,-,991.4,-,-,9.81,27.9
4764,20141003:0000,163,10.6,223,4.4,5.6,11.0,0.3,-3.0,7.2,-,10.6,-,-,-,982.9,-,-,11.16,27.9
4764,20141004:0000,232,12.8,234,0.0,5.1,13.5,-2.8,-8.4,4.9,-,9.8,-,-,-,996.3,-,-,20.15,27.9
4764,20141005:0000,340,17.0,402,0.6,9.1,19.4,-2.2,-6.1,6.6,-,9.8,-,-,-,1001.4,-,-,14.88,27.6
4764,20141006:0000,226,19.7,334,11.1,8.6,14.6,1.5,-0.6,8.1,-,10.3,-,-,-,994.4,-,-,8.97,28.3
4764,20141007:0000,345,16.8,296,0.0,7.8,14.9,-1.5,-6.5,6.4,-,9.9,-,-,-,1008.1,-,-,20.34,30.9
4764,20141008:0000,358,16.6,351,0.0,13.2,22.3,4.2,0.8,8.1,-,11.8,-,-,-,998.6,-,-,17.24,30.4
4764,20141009:0000,177,8.0,258,0.2,7.7,10.4,4.4,1.0,7.3,-,10.7,-,-,-,1011.8,-,-,7.41,30.0
4764,20141010:0000,65,7.1,244,0.0,8.8,17.1,1.6,-1.9,9.0,-,11.5,-,-,-,1016.6,-,-,23.18,29.7
4764,20141011:0000,108,7.2,167,0.1,9.7,19.0,0.6,-2.4,9.9,-,12.8,-,-,-,1015.3,-,-,21.81,29.2
4764,20141012:0000,59,7.6,198,0.1,12.5,22.1,2.4,-1.4,9.2,-,13.7,-,-,-,1013.3,-,-,23.21,28.6
4764,20141013:0000,70,7.2,251,0.0,15.5,26.0,7.2,1.8,10.6,-,14.6,-,-,-,1011.8,-,-,23.83,27.8
4764,20141014:0000,355,13.1,324,0.0,12.3,21.4,5.3,1.7,8.1,-,13.9,-,-,-,1016.8,-,-,10.72,27.1
4764,20141015:0000,221,8.5,260,0.0,8.9,12.1,4.9,4.8,10.3,-,12.8,-,-,-,1024.2,-,-,7.99,26.8
4764,20141016:0000,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20141017:0000,-,-,-,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20141018:0000,134,8.4,199,2.6,9.3,12.9,5.5,4.3,10.2,-,13.6,-,-,-,1019.4,-,-,8.30,25.3
4764,20141019:0000,47,9.2,209,0.2,9.1,15.5,4.9,4.8,9.8,-,13.6,-,-,-,1020.7,-,-,19.13,25.2
4764,20141020:0000,169,13.2,241,2.8,9.1,18.3,1.1,-2.8,8.0,-,12.6,-,-,-,1010.7,-,-,6.94,24.9
4764,20141021:0000,118,5.7,167,0.0,9.5,18.0,0.1,-2.5,8.3,-,13.3,-,-,-,1020.1,-,-,25.18,24.8
4764,20141022:0000,12,6.0,80,0.0,8.9,14.3,4.5,-1.2,10.1,-,14.0,-,-,-,1021.0,-,-,5.33,24.4
4764,20141023:0000,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20141024:0000,-,-,-,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4764,20141025:0000,52,11.2,306,0.0,9.2,16.7,-0.8,-5.7,7.6,-,13.5,-,-,-,1017.8,-,-,26.22,22.8
4764,20141026:0000,167,10.9,289,0.0,11.8,20.4,6.3,4.5,7.7,-,13.9,-,-,-,1008.3,-,-,18.81,22.0
4764,20141027:0000,169,7.0,172,0.6,7.1,10.1,4.3,5.1,8.0,-,13.4,-,-,-,1009.7,-,-,10.29,21.7
4764,20141028:0000,67,14.2,301,0.0,9.4,18.4,3.5,-1.2,9.2,-,12.8,-,-,-,999.1,-,-,18.66,21.5
4764,20141029:0000,342,28.2,388,0.2,11.0,18.3,2.6,-2.3,7.3,-,12.9,-,-,-,985.9,-,-,19.37,21.0
4764,20141030:0000,341,9.9,233,0.0,11.7,20.5,-0.4,-5.1,7.4,-,14.2,-,-,-,-,-,-,25.35,20.4
4764,20141031:0000,135,12.7,240,0.9,10.7,18.4,4.6,1.8,9.0,-,14.2,-,-,-,1003.7,-,-,19.12,19.6
4764,20141101:0000,331,12.6,413,0.0,13.7,21.6,4.3,2.9,8.8,-,14.3,-,-,-,1007.6,-,-,24.02,19.4
4764,20141102:0000,355,19.8,616,0.0,18.2,22.4,12.7,8.0,9.9,-,15.1,-,-,-,996.7,-,-,21.79,18.7
4764,20141103:0000,332,18.6,490,0.1,11.5,15.7,6.0,2.4,7.5,-,15.0,-,-,-,998.8,-,-,29.63,18.0
4764,20141104:0000,241,8.1,228,0.0,6.8,13.4,1.5,-2.5,6.8,-,14.2,-,-,-,1017.2,-,-,19.15,17.6
4764,20141105:0000,210,7.3,161,9.2,4.5,8.6,-0.3,-5.5,7.6,-,12.4,-,-,-,1024.4,-,-,11.25,17.8
4764,20141106:0000,147,7.2,157,1.9,5.1,12.0,-2.1,-4.7,7.1,-,11.8,-,-,-,1021.3,-,-,18.84,18.7
4764,20141107:0000,136,6.8,155,0.0,7.8,14.8,0.5,-3.7,8.4,-,13.3,-,-,-,1020.6,-,-,26.38,18.8
4764,20141108:0000,145,7.2,225,0.0,11.1,19.9,2.7,-1.8,10.5,-,14.4,-,-,-,1020.6,-,-,25.05,18.6
4764,20141109:0000,344,9.1,269,0.0,15.1,25.7,4.9,3.8,10.1,-,15.9,-,-,-,1014.8,-,-,26.28,18.2
4764,20141110:0000,347,15.8,357,0.0,14.3,21.5,6.1,3.7,10.8,-,15.2,-,-,-,1007.1,-,-,15.44,17.7
4764,20141111:0000,344,16.8,431,0.0,13.9,19.0,6.2,2.5,8.4,-,15.7,-,-,-,990.8,-,-,28.80,17.2
4764,20141112:0000,135,8.6,157,0.8,7.3,12.8,2.7,0.8,7.8,-,14.6,-,-,-,990.3,-,-,17.76,16.7
4764,20141113:0000,228,8.6,192,0.1,8.7,16.0,2.0,1.0,8.1,-,14.2,-,-,-,998.5,-,-,19.20,16.4
4764,20141114:0000,360,19.0,344,0.0,10.7,17.9,1.1,-1.6,8.8,-,15.1,-,-,-,1001.4,-,-,28.36,16.1
4764,20141115:0000,105,27.9,462,0.0,14.4,21.2,7.3,6.1,6.8,-,15.9,-,-,-,987.0,-,-,25.82,15.6
4764,20141116:0000,155,11.2,290,0.0,10.7,18.3,4.1,-0.6,8.5,-,16.2,-,-,-,996.2,-,-,30.00,15.0
4764,20141117:0000,34,7.3,174,0.0,9.9,16.0,2.9,-0.4,9.4,-,14.9,-,-,-,996.7,-,-,14.58,14.6
4764,20141118:0000,349,20.5,357,0.0,13.0,22.2,3.4,-0.6,6.5,-,16.1,-,-,-,994.5,-,-,32.17,14.2
4764,20141119:0000,308,13.2,307,6.6,9.9,18.8,2.2,-2.0,7.4,-,14.6,-,-,-,997.0,-,-,28.14,14.0
4764,20141120:0000,344,12.0,312,0.4,10.5,19.4,0.2,-2.6,7.1,-,12.9,-,-,-,1005.5,-,-,18.52,15.0
4764,20141121:0000,331,13.4,438,0.0,18.3,25.3,13.3,12.7,10.9,-,16.4,-,-,-,1003.2,-,-,-,14.6
4764,20141122:0000,211,17.1,324,5.1,15.2,28.0,6.2,6.0,11.8,-,17.2,-,-,-,1001.9,-,-,-,14.1
4764,20141123:0000,59,10.6,311,0.0,11.3,18.8,3.1,0.5,10.1,-,16.2,-,-,-,1013.9,-,-,-,14.0
4764,20141124:0000,76,12.0,291,0.0,15.6,24.0,7.2,3.7,10.8,-,17.5,-,-,-,1010.8,-,-,-,13.7
4764,20141125:0000,336,13.6,271,1.9,14.3,23.4,7.9,4.1,12.6,-,16.5,-,-,-,1003.5,-,-,11.76,13.3
4764,20141126:0000,297,14.4,376,0.0,18.4,23.1,11.1,6.2,7.1,-,17.9,-,-,-,997.8,-,-,32.29,13.1
4764,20141127:0000,319,19.9,536,0.0,15.3,22.2,8.7,8.5,7.5,-,18.0,-,-,-,997.7,-,-,32.35,12.6
4764,20141128:0000,131,9.4,223,12.0,8.9,13.1,4.5,2.0,9.6,-,15.2,-,-,-,1002.8,-,-,16.34,13.7
4764,20141129:0000,327,15.2,291,0.6,11.0,20.6,4.5,-0.2,8.5,-,15.8,-,-,-,1000.3,-,-,31.93,15.8
4764,20141130:0000,143,9.6,225,6.1,8.8,16.3,2.8,-2.5,7.4,-,15.4,-,-,-,1001.7,-,-,22.87,15.3
4764,20141201:0000,208,10.2,200,5.0,7.1,12.2,3.2,2.9,8.2,-,14.0,-,-,-,1012.1,-,-,18.74,17.1
4764,20141202:0000,142,7.8,179,0.5,8.9,14.5,2.4,-1.4,8.5,-,15.8,-,-,-,1022.5,-,-,31.55,16.8
4764,20141203:0000,48,8.6,239,0.0,11.5,19.7,1.1,-2.1,10.2,-,16.0,-,-,-,1019.8,-,-,23.37,16.4
4764,20141204:0000,179,10.4,212,1.8,14.3,20.1,9.3,7.2,10.5,-,15.8,-,-,-,1014.3,-,-,8.92,16.1
4764,20141205:0000,162,5.6,166,1.0,9.7,12.3,5.5,1.8,10.3,-,15.2,-,-,-,1022.4,-,-,12.06,16.0
4764,20141206:0000,3,14.5,397,0.0,14.3,22.1,5.7,5.9,11.5,-,15.7,-,-,-,1014.9,-,-,17.67,15.8
4764,20141207:0000,138,11.1,269,0.0,14.8,23.5,7.6,8.2,11.8,-,16.5,-,-,-,1015.1,-,-,11.77,15.6
4764,20141208:0000,47,7.5,237,0.1,11.3,15.7,7.9,5.8,10.6,-,15.9,-,-,-,1023.5,-,-,17.83,15.4
4764,20141209:0000,326,13.4,419,0.0,16.0,24.0,8.4,8.8,11.8,-,16.2,-,-,-,1008.0,-,-,12.34,15.1
4764,20141210:0000,209,12.8,240,2.2,10.3,18.9,6.9,7.2,10.4,-,15.3,-,-,-,1012.7,-,-,5.22,15.0
4764,20141211:0000,56,7.8,207,1.0,9.4,11.8,6.8,6.9,10.2,-,13.7,-,-,-,1011.0,-,-,-,15.0
4764,20141212:0000,215,7.2,206,0.2,11.4,14.6,9.0,7.7,10.9,-,14.8,-,-,-,1009.2,-,-,-,15.0
4764,20141213:0000,143,7.6,188,0.3,9.9,12.5,7.1,7.1,9.1,-,14.8,-,-,-,1016.7,-,-,-,15.0
4764,20141214:0000,91,9.0,214,0.0,11.9,18.8,7.1,3.0,9.1,-,16.7,-,-,-,1017.0,-,-,32.22,14.8
4764,20141215:0000,91,9.2,283,0.0,13.6,22.4,5.2,2.3,10.3,-,17.6,-,-,-,1015.7,-,-,31.59,14.4
4764,20141216:0000,82,8.6,324,0.0,15.1,23.7,9.0,9.2,11.8,-,18.9,-,-,-,1016.2,-,-,30.91,13.9
4764,20141217:0000,58,8.9,331,0.9,14.0,20.0,9.4,8.6,13.2,-,18.0,-,-,-,1010.2,-,-,15.95,13.4
4764,20141218:0000,212,8.2,224,0.0,15.3,20.4,11.6,6.7,13.9,-,18.3,-,-,-,1007.8,-,-,17.37,13.2
4764,20141219:0000,126,8.8,185,0.0,16.4,25.2,9.5,5.5,14.2,-,19.3,-,-,-,1011.1,-,-,25.77,12.9
4764,20141220:0000,356,15.2,425,0.0,21.0,25.5,14.4,13.4,14.1,-,19.3,-,-,-,1004.0,-,-,14.90,12.5
4764,20141221:0000,130,9.7,230,4.3,15.0,19.7,10.3,8.2,13.3,-,18.8,-,-,-,1008.4,-,-,16.42,12.4
4764,20141222:0000,106,8.4,227,0.0,15.3,23.6,7.4,2.9,13.1,-,18.4,-,-,-,1017.2,-,-,30.17,13.0
4764,20141223:0000,143,9.0,248,0.0,17.3,23.5,12.7,7.3,14.6,-,19.8,-,-,-,1025.1,-,-,26.22,12.6
4764,20141224:0000,36,10.1,413,0.0,18.7,26.7,12.0,13.1,14.4,-,20.9,-,-,-,1020.9,-,-,32.49,12.2
4764,20141225:0000,220,9.2,264,0.0,17.1,22.1,12.3,6.4,13.5,-,20.8,-,-,-,1022.7,-,-,25.95,11.7
4764,20141226:0000,346,9.9,285,0.0,19.3,29.3,10.1,5.0,14.4,-,21.1,-,-,-,1018.7,-,-,31.89,11.3
4764,20141227:0000,1,13.1,437,0.0,20.5,26.0,15.4,13.0,11.3,-,21.0,-,-,-,1014.5,-,-,22.53,10.9
4764,20141228:0000,337,10.1,260,0.0,15.6,20.8,13.2,12.9,13.2,-,19.3,-,-,-,1022.2,-,-,8.48,10.8
4764,20141229:0000,41,11.0,321,0.0,17.1,24.0,12.6,12.2,14.0,-,20.6,-,-,-,1023.4,-,-,30.03,10.6
4764,20141230:0000,17,18.4,565,0.0,19.3,27.2,12.2,13.3,12.6,-,21.1,-,-,-,1011.8,-,-,25.49,10.4
4764,20141231:0000,8,18.9,570,2.3,19.2,26.8,14.2,11.4,11.2,-,19.7,-,-,-,996.1,-,-,21.56,10.2
4764,20150101:0000,113,11.9,341,0.0,14.7,20.8,9.7,4.4,10.0,-,19.7,-,-,-,1013.3,-,-,31.69,10.1
4764,20150102:0000,143,11.4,247,0.6,16.1,27.0,7.2,5.2,10.0,-,20.8,-,-,-,1017.5,-,-,30.06,9.9
4764,20150103:0000,135,10.4,278,0.0,14.4,20.9,6.7,1.3,10.8,-,20.3,-,-,-,1024.4,-,-,27.47,9.7
4764,20150104:0000,97,9.9,345,0.0,21.3,34.2,9.6,9.8,9.9,-,21.4,-,-,-,1016.5,-,-,25.54,9.5
4764,20150105:0000,140,12.2,307,0.0,19.3,26.3,11.6,8.4,10.9,-,21.7,-,-,-,1015.8,-,-,24.58,9.3
4764,20150106:0000,113,6.3,184,0.0,14.5,18.7,11.0,7.6,12.4,-,20.2,-,-,-,1019.0,-,-,11.39,9.2
4764,20150107:0000,137,8.2,220,0.0,13.4,17.6,9.2,3.9,11.7,-,19.6,-,-,-,1020.5,-,-,12.94,9.1
4764,20150108:0000,26,8.3,218,0.3,12.1,16.7,8.6,7.7,10.7,-,18.5,-,-,-,1023.8,-,-,12.12,9.0
4764,20150109:0000,46,10.0,345,0.0,16.4,27.3,7.4,5.7,12.1,-,20.1,-,-,-,1018.4,-,-,31.62,9.0
4764,20150110:0000,80,9.2,230,0.0,19.4,30.6,7.7,5.5,12.4,-,22.1,-,-,-,1014.5,-,-,28.56,8.8
4764,20150111:0000,348,9.7,248,0.0,17.4,21.2,12.5,9.3,12.1,-,19.4,-,-,-,1009.0,-,-,-,8.7
4764,20150112:0000,180,9.7,211,0.0,13.0,16.0,10.8,11.5,13.1,-,18.2,-,-,-,1014.1,-,-,-,8.7
4764,20150113:0000,151,6.6,177,0.0,14.6,18.9,11.1,10.3,14.3,-,18.5,-,-,-,1014.3,-,-,8.77,8.7
4764,20150114:0000,139,7.0,154,2.5,13.8,16.5,11.2,10.6,14.7,-,18.0,-,-,-,1013.5,-,-,-,8.7
4764,20150115:0000,88,9.0,225,2.3,15.6,21.7,11.7,12.9,16.0,-,18.4,-,-,-,1007.6,-,-,-,9.9
4764,20150116:0000,344,17.8,578,0.0,21.0,30.1,12.6,11.2,12.9,-,19.9,-,-,-,997.0,-,-,-,10.0
4764,20150117:0000,354,15.4,363,0.0,18.2,28.4,8.1,4.5,11.1,-,20.7,-,-,-,998.2,-,-,30.80,9.8
4764,20150118:0000,353,14.1,330,0.0,19.6,28.0,12.8,9.6,11.5,-,22.1,-,-,-,993.5,-,-,29.89,9.5
4764,20150119:0000,346,16.2,342,0.0,16.5,25.3,8.4,4.7,9.6,-,21.4,-,-,-,998.8,-,-,27.87,9.1
